input,output
"[845.0, 1629.0, 29.0, 227.0, 67.0, 82.0, 715.0, 35.0, 3966.0, 610.0, 758.0, 20.0, 128.0, 21.0, 1158.0, 917.0, 203.0, 13.0, 1265.0, 403.0, 32.0, 255.0, 439.0, 33.0, 143.0, 650.0, 38.0, 203.0, 496.0, 86.0]",3.0
"[883.0, 2036.0, 18.0, 692.0, 87.0, 54.0, 592.0, 44.0, 4556.0, 909.0, 906.0, 29.0, 142.0, 20.0, 1481.0, 1133.0, 244.0, 31.0, 1357.0, 398.0, 38.0, 373.0, 619.0, 32.0, 148.0, 645.0, 59.0, 479.0, 599.0, 113.0]",4.0
"[1096.0, 2053.0, 20.0, 413.0, 81.0, 90.0, 478.0, 37.0, 6380.0, 599.0, 1270.0, 42.0, 126.0, 31.0, 1368.0, 1411.0, 208.0, 15.0, 1310.0, 271.0, 41.0, 247.0, 515.0, 18.0, 156.0, 552.0, 35.0, 227.0, 565.0, 132.0]",6.0
"[995.0, 1975.0, 17.0, 354.0, 58.0, 92.0, 515.0, 74.0, 4948.0, 562.0, 1355.0, 42.0, 144.0, 21.0, 1652.0, 1006.0, 170.0, 13.0, 1473.0, 307.0, 43.0, 257.0, 476.0, 25.0, 159.0, 1317.0, 36.0, 264.0, 467.0, 155.0]",4.0
"[1044.0, 2130.0, 18.0, 331.0, 61.0, 99.0, 470.0, 39.0, 4926.0, 595.0, 1334.0, 42.0, 156.0, 35.0, 1564.0, 953.0, 195.0, 10.0, 1379.0, 273.0, 56.0, 481.0, 379.0, 52.0, 141.0, 6588.0, 50.0, 220.0, 539.0, 125.0]",4.0
"[1183.0, 1999.0, 22.0, 346.0, 42.0, 108.0, 503.0, 38.0, 4579.0, 624.0, 1057.0, 33.0, 141.0, 27.0, 1732.0, 1033.0, 130.0, 24.0, 1447.0, 263.0, 44.0, 793.0, 464.0, 41.0, 129.0, 5240.0, 47.0, 199.0, 567.0, 112.0]",8.0
"[994.0, 2004.0, 18.0, 315.0, 58.0, 109.0, 465.0, 26.0, 5069.0, 643.0, 1008.0, 31.0, 151.0, 35.0, 1427.0, 1030.0, 174.0, 15.0, 1212.0, 316.0, 46.0, 585.0, 439.0, 18.0, 126.0, 2172.0, 44.0, 219.0, 514.0, 93.0]",3.0
"[972.0, 1724.0, 24.0, 255.0, 59.0, 107.0, 410.0, 25.0, 4455.0, 754.0, 874.0, 22.0, 143.0, 16.0, 1377.0, 987.0, 184.0, 30.0, 1337.0, 494.0, 29.0, 469.0, 480.0, 27.0, 112.0, 1714.0, 37.0, 189.0, 414.0, 120.0]",2.0
"[1002.0, 2166.0, 21.0, 353.0, 55.0, 71.0, 601.0, 33.0, 6176.0, 1022.0, 753.0, 22.0, 181.0, 23.0, 2022.0, 1117.0, 199.0, 15.0, 1364.0, 750.0, 34.0, 393.0, 521.0, 25.0, 157.0, 1499.0, 44.0, 185.0, 587.0, 126.0]",0.0
"[1096.0, 2356.0, 18.0, 651.0, 91.0, 95.0, 505.0, 29.0, 5508.0, 1189.0, 697.0, 22.0, 165.0, 34.0, 1719.0, 1051.0, 190.0, 11.0, 1267.0, 538.0, 33.0, 258.0, 443.0, 23.0, 143.0, 885.0, 34.0, 291.0, 656.0, 101.0]",4.0
"[1089.0, 2301.0, 14.0, 460.0, 94.0, 124.0, 477.0, 26.0, 5228.0, 1364.0, 751.0, 43.0, 120.0, 24.0, 1487.0, 943.0, 158.0, 13.0, 1277.0, 261.0, 46.0, 236.0, 389.0, 17.0, 167.0, 734.0, 47.0, 306.0, 595.0, 115.0]",1.0
"[989.0, 2189.0, 12.0, 445.0, 72.0, 101.0, 492.0, 21.0, 4484.0, 951.0, 658.0, 29.0, 130.0, 33.0, 1509.0, 986.0, 177.0, 25.0, 1326.0, 238.0, 54.0, 241.0, 413.0, 28.0, 263.0, 705.0, 38.0, 285.0, 521.0, 218.0]",2.0
"[866.0, 1981.0, 13.0, 397.0, 62.0, 122.0, 492.0, 33.0, 4187.0, 914.0, 694.0, 34.0, 148.0, 20.0, 1525.0, 950.0, 148.0, 17.0, 1417.0, 270.0, 45.0, 242.0, 395.0, 31.0, 161.0, 779.0, 41.0, 257.0, 603.0, 685.0]",2.0
"[895.0, 1798.0, 14.0, 408.0, 83.0, 95.0, 439.0, 34.0, 4241.0, 873.0, 591.0, 37.0, 103.0, 30.0, 1380.0, 923.0, 161.0, 15.0, 1336.0, 249.0, 58.0, 234.0, 396.0, 23.0, 161.0, 916.0, 30.0, 231.0, 528.0, 401.0]",3.0
"[759.0, 1534.0, 15.0, 347.0, 87.0, 97.0, 479.0, 25.0, 3830.0, 882.0, 641.0, 18.0, 115.0, 30.0, 1360.0, 894.0, 196.0, 17.0, 1174.0, 292.0, 46.0, 358.0, 491.0, 21.0, 158.0, 888.0, 44.0, 203.0, 503.0, 332.0]",0.0
"[931.0, 2197.0, 18.0, 420.0, 66.0, 77.0, 533.0, 25.0, 4058.0, 956.0, 730.0, 31.0, 118.0, 29.0, 1438.0, 1081.0, 248.0, 12.0, 1352.0, 363.0, 40.0, 335.0, 467.0, 40.0, 152.0, 714.0, 47.0, 229.0, 617.0, 380.0]",0.0
"[1086.0, 2223.0, 13.0, 459.0, 76.0, 88.0, 510.0, 32.0, 4604.0, 726.0, 652.0, 48.0, 143.0, 34.0, 1483.0, 1041.0, 402.0, 17.0, 1389.0, 277.0, 59.0, 269.0, 414.0, 17.0, 149.0, 630.0, 50.0, 221.0, 571.0, 253.0]",1.0
"[989.0, 2506.0, 14.0, 452.0, 54.0, 124.0, 571.0, 37.0, 4286.0, 633.0, 603.0, 52.0, 98.0, 22.0, 1471.0, 1007.0, 532.0, 12.0, 1443.0, 204.0, 57.0, 250.0, 561.0, 20.0, 240.0, 1045.0, 27.0, 194.0, 601.0, 211.0]",2.0
"[943.0, 3065.0, 9.0, 432.0, 51.0, 78.0, 442.0, 28.0, 4344.0, 651.0, 618.0, 43.0, 93.0, 32.0, 1460.0, 1008.0, 560.0, 17.0, 1346.0, 257.0, 45.0, 325.0, 473.0, 19.0, 204.0, 1046.0, 28.0, 186.0, 617.0, 177.0]",1.0
"[873.0, 2492.0, 16.0, 435.0, 121.0, 101.0, 456.0, 34.0, 4217.0, 694.0, 667.0, 43.0, 86.0, 15.0, 1443.0, 1202.0, 413.0, 18.0, 1290.0, 178.0, 49.0, 519.0, 387.0, 27.0, 187.0, 2073.0, 33.0, 227.0, 584.0, 185.0]",1.0
"[989.0, 2213.0, 25.0, 381.0, 91.0, 104.0, 417.0, 29.0, 4256.0, 706.0, 630.0, 40.0, 136.0, 24.0, 1373.0, 991.0, 681.0, 21.0, 1216.0, 273.0, 31.0, 381.0, 470.0, 21.0, 150.0, 1993.0, 39.0, 196.0, 555.0, 164.0]",1.0
"[845.0, 1816.0, 13.0, 421.0, 67.0, 78.0, 418.0, 33.0, 3786.0, 779.0, 1516.0, 32.0, 114.0, 27.0, 1467.0, 1034.0, 610.0, 10.0, 1289.0, 372.0, 45.0, 335.0, 437.0, 34.0, 140.0, 1518.0, 34.0, 193.0, 498.0, 144.0]",0.0
"[878.0, 2239.0, 27.0, 414.0, 82.0, 77.0, 523.0, 19.0, 4030.0, 850.0, 933.0, 61.0, 116.0, 32.0, 1559.0, 1048.0, 588.0, 28.0, 1477.0, 312.0, 41.0, 369.0, 515.0, 30.0, 165.0, 1313.0, 45.0, 214.0, 705.0, 170.0]",2.0
"[936.0, 2118.0, 16.0, 385.0, 61.0, 119.0, 524.0, 24.0, 4107.0, 602.0, 681.0, 46.0, 147.0, 24.0, 1504.0, 982.0, 387.0, 21.0, 1434.0, 229.0, 42.0, 260.0, 718.0, 18.0, 167.0, 657.0, 32.0, 191.0, 670.0, 128.0]",2.0
"[981.0, 2095.0, 15.0, 395.0, 56.0, 128.0, 429.0, 25.0, 3934.0, 598.0, 630.0, 56.0, 102.0, 28.0, 1473.0, 854.0, 250.0, 16.0, 1358.0, 223.0, 49.0, 303.0, 381.0, 14.0, 170.0, 704.0, 38.0, 185.0, 571.0, 136.0]",1.0
"[925.0, 1954.0, 15.0, 409.0, 65.0, 84.0, 476.0, 21.0, 3950.0, 559.0, 575.0, 53.0, 116.0, 31.0, 1409.0, 896.0, 314.0, 11.0, 1399.0, 198.0, 48.0, 267.0, 416.0, 15.0, 144.0, 678.0, 39.0, 198.0, 590.0, 129.0]",0.0
"[1233.0, 1861.0, 12.0, 376.0, 47.0, 89.0, 450.0, 26.0, 3855.0, 521.0, 559.0, 59.0, 96.0, 36.0, 1419.0, 1030.0, 233.0, 12.0, 1344.0, 221.0, 51.0, 338.0, 435.0, 17.0, 116.0, 776.0, 36.0, 211.0, 513.0, 207.0]",2.0
"[854.0, 1993.0, 13.0, 353.0, 66.0, 105.0, 461.0, 34.0, 3965.0, 636.0, 656.0, 35.0, 115.0, 35.0, 1251.0, 1002.0, 241.0, 14.0, 1322.0, 311.0, 44.0, 379.0, 430.0, 27.0, 145.0, 6061.0, 41.0, 213.0, 790.0, 181.0]",0.0
"[802.0, 2257.0, 11.0, 365.0, 74.0, 65.0, 440.0, 21.0, 3756.0, 787.0, 649.0, 31.0, 100.0, 22.0, 1321.0, 912.0, 2803.0, 9.0, 1241.0, 328.0, 42.0, 633.0, 891.0, 26.0, 372.0, 2817.0, 43.0, 173.0, 898.0, 184.0]",0.0
"[898.0, 2182.0, 12.0, 467.0, 75.0, 62.0, 519.0, 33.0, 4153.0, 760.0, 595.0, 28.0, 115.0, 27.0, 1407.0, 1097.0, 1225.0, 25.0, 1565.0, 508.0, 35.0, 474.0, 630.0, 35.0, 179.0, 1727.0, 46.0, 195.0, 1040.0, 242.0]",2.0
"[1556.0, 481.0, 56.0, 50.0, 0.0, 0.0, 13.0, 88.0, 141.0, 14.0, 58.0, 497.0, 24.0, 25.0, 195.0, 26.0, 31.0, 327.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1981.0, 520.0, 51.0, 54.0, 4.0, 0.0, 15.0, 103.0, 185.0, 11.0, 65.0, 352.0, 39.0, 43.0, 232.0, 33.0, 24.0, 418.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1800.0, 522.0, 40.0, 64.0, 2.0, 1.0, 18.0, 89.0, 194.0, 19.0, 90.0, 366.0, 12.0, 68.0, 417.0, 27.0, 20.0, 352.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1715.0, 528.0, 55.0, 59.0, 0.0, 1.0, 10.0, 76.0, 215.0, 11.0, 99.0, 314.0, 26.0, 44.0, 310.0, 25.0, 25.0, 559.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1776.0, 491.0, 71.0, 66.0, 1.0, 1.0, 11.0, 71.0, 160.0, 14.0, 71.0, 344.0, 7.0, 43.0, 337.0, 46.0, 28.0, 329.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1481.0, 485.0, 44.0, 34.0, 0.0, 0.0, 11.0, 72.0, 166.0, 30.0, 79.0, 327.0, 11.0, 40.0, 172.0, 23.0, 29.0, 363.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1526.0, 419.0, 58.0, 55.0, 2.0, 0.0, 43.0, 69.0, 168.0, 21.0, 62.0, 278.0, 12.0, 27.0, 311.0, 30.0, 20.0, 266.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1549.0, 452.0, 62.0, 72.0, 0.0, 0.0, 28.0, 52.0, 186.0, 24.0, 60.0, 328.0, 12.0, 30.0, 190.0, 29.0, 41.0, 265.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1689.0, 465.0, 73.0, 93.0, 2.0, 1.0, 28.0, 90.0, 176.0, 19.0, 71.0, 314.0, 11.0, 20.0, 162.0, 40.0, 17.0, 345.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.0
"[1727.0, 526.0, 61.0, 75.0, 1.0, 0.0, 19.0, 57.0, 194.0, 29.0, 74.0, 319.0, 19.0, 26.0, 352.0, 39.0, 26.0, 331.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1583.0, 543.0, 77.0, 81.0, 5.0, 2.0, 14.0, 82.0, 182.0, 22.0, 69.0, 260.0, 16.0, 25.0, 312.0, 29.0, 43.0, 347.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1565.0, 488.0, 60.0, 57.0, 3.0, 1.0, 12.0, 76.0, 181.0, 15.0, 68.0, 349.0, 12.0, 20.0, 183.0, 40.0, 19.0, 342.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1679.0, 512.0, 100.0, 96.0, 1.0, 1.0, 14.0, 96.0, 179.0, 20.0, 85.0, 308.0, 5.0, 30.0, 153.0, 27.0, 45.0, 318.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1550.0, 459.0, 58.0, 82.0, 2.0, 0.0, 9.0, 76.0, 171.0, 25.0, 83.0, 228.0, 14.0, 23.0, 193.0, 93.0, 57.0, 310.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1477.0, 473.0, 61.0, 53.0, 1.0, 0.0, 7.0, 66.0, 153.0, 13.0, 90.0, 237.0, 10.0, 18.0, 148.0, 35.0, 162.0, 354.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[1832.0, 582.0, 72.0, 72.0, 0.0, 0.0, 14.0, 73.0, 210.0, 12.0, 75.0, 282.0, 16.0, 34.0, 161.0, 44.0, 22.0, 448.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1564.0, 613.0, 54.0, 59.0, 1.0, 0.0, 33.0, 56.0, 179.0, 12.0, 85.0, 259.0, 7.0, 37.0, 350.0, 60.0, 29.0, 579.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1774.0, 591.0, 63.0, 69.0, 0.0, 0.0, 18.0, 75.0, 161.0, 13.0, 81.0, 252.0, 9.0, 23.0, 200.0, 55.0, 25.0, 436.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1676.0, 638.0, 49.0, 50.0, 1.0, 1.0, 17.0, 58.0, 142.0, 33.0, 72.0, 282.0, 13.0, 25.0, 157.0, 49.0, 27.0, 366.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1591.0, 474.0, 63.0, 81.0, 1.0, 1.0, 8.0, 52.0, 162.0, 13.0, 55.0, 273.0, 15.0, 35.0, 162.0, 23.0, 35.0, 324.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[1674.0, 476.0, 73.0, 71.0, 1.0, 0.0, 6.0, 59.0, 154.0, 20.0, 104.0, 223.0, 5.0, 28.0, 295.0, 37.0, 30.0, 379.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1737.0, 500.0, 43.0, 49.0, 4.0, 0.0, 34.0, 60.0, 155.0, 11.0, 59.0, 224.0, 17.0, 40.0, 157.0, 34.0, 34.0, 626.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2050.0, 617.0, 58.0, 63.0, 0.0, 0.0, 19.0, 82.0, 166.0, 19.0, 79.0, 229.0, 19.0, 26.0, 148.0, 37.0, 21.0, 478.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1938.0, 490.0, 57.0, 66.0, 0.0, 0.0, 13.0, 74.0, 159.0, 22.0, 52.0, 209.0, 15.0, 29.0, 326.0, 59.0, 19.0, 423.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1719.0, 473.0, 67.0, 78.0, 5.0, 1.0, 26.0, 98.0, 180.0, 42.0, 84.0, 291.0, 22.0, 59.0, 184.0, 38.0, 51.0, 375.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1684.0, 513.0, 49.0, 71.0, 0.0, 0.0, 21.0, 89.0, 186.0, 20.0, 64.0, 245.0, 21.0, 19.0, 191.0, 42.0, 40.0, 467.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1741.0, 473.0, 57.0, 64.0, 3.0, 0.0, 17.0, 77.0, 156.0, 10.0, 67.0, 227.0, 15.0, 23.0, 180.0, 40.0, 24.0, 402.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1656.0, 449.0, 40.0, 66.0, 0.0, 1.0, 24.0, 66.0, 172.0, 24.0, 53.0, 246.0, 16.0, 13.0, 198.0, 29.0, 25.0, 348.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1717.0, 520.0, 48.0, 62.0, 1.0, 3.0, 14.0, 93.0, 170.0, 21.0, 85.0, 221.0, 22.0, 18.0, 216.0, 16.0, 22.0, 294.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1921.0, 558.0, 64.0, 61.0, 1.0, 0.0, 27.0, 103.0, 150.0, 23.0, 88.0, 251.0, 23.0, 14.0, 140.0, 31.0, 21.0, 410.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2134.0, 504.0, 50.0, 61.0, 3.0, 0.0, 12.0, 69.0, 157.0, 17.0, 58.0, 289.0, 8.0, 17.0, 154.0, 48.0, 27.0, 349.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1772.0, 510.0, 86.0, 88.0, 0.0, 1.0, 28.0, 69.0, 179.0, 12.0, 69.0, 221.0, 22.0, 27.0, 366.0, 36.0, 24.0, 328.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[1647.0, 454.0, 65.0, 68.0, 3.0, 1.0, 17.0, 70.0, 185.0, 24.0, 65.0, 226.0, 11.0, 11.0, 404.0, 39.0, 35.0, 340.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1576.0, 505.0, 110.0, 169.0, 0.0, 0.0, 11.0, 84.0, 130.0, 8.0, 65.0, 178.0, 17.0, 15.0, 159.0, 30.0, 33.0, 385.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1825.0, 468.0, 129.0, 162.0, 1.0, 2.0, 24.0, 78.0, 174.0, 23.0, 65.0, 246.0, 22.0, 37.0, 178.0, 38.0, 32.0, 274.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1710.0, 412.0, 109.0, 111.0, 2.0, 0.0, 16.0, 95.0, 160.0, 11.0, 66.0, 235.0, 24.0, 29.0, 163.0, 35.0, 33.0, 296.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.0
"[2077.0, 573.0, 94.0, 126.0, 2.0, 0.0, 15.0, 82.0, 169.0, 23.0, 95.0, 213.0, 25.0, 14.0, 208.0, 40.0, 45.0, 368.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1751.0, 487.0, 98.0, 130.0, 2.0, 0.0, 9.0, 62.0, 156.0, 19.0, 55.0, 225.0, 12.0, 21.0, 181.0, 26.0, 33.0, 363.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1813.0, 462.0, 105.0, 135.0, 4.0, 0.0, 17.0, 76.0, 172.0, 18.0, 74.0, 254.0, 12.0, 55.0, 230.0, 50.0, 37.0, 375.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2053.0, 556.0, 141.0, 178.0, 1.0, 0.0, 16.0, 71.0, 193.0, 16.0, 61.0, 298.0, 22.0, 30.0, 164.0, 43.0, 30.0, 367.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[1775.0, 487.0, 122.0, 189.0, 1.0, 0.0, 18.0, 65.0, 170.0, 27.0, 78.0, 242.0, 12.0, 22.0, 178.0, 49.0, 246.0, 332.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1886.0, 518.0, 190.0, 338.0, 2.0, 0.0, 16.0, 78.0, 177.0, 20.0, 69.0, 232.0, 10.0, 26.0, 321.0, 28.0, 42.0, 347.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1774.0, 520.0, 521.0, 854.0, 0.0, 0.0, 8.0, 58.0, 146.0, 19.0, 61.0, 270.0, 15.0, 11.0, 184.0, 30.0, 23.0, 346.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.0
"[4828.0, 567.0, 3528.0, 7361.0, 1.0, 1.0, 13.0, 77.0, 143.0, 44.0, 80.0, 456.0, 19.0, 20.0, 149.0, 40.0, 158.0, 356.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29.0
"[2042.0, 508.0, 1724.0, 6188.0, 0.0, 0.0, 13.0, 69.0, 188.0, 16.0, 57.0, 392.0, 11.0, 17.0, 180.0, 53.0, 39.0, 365.0, 17.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.0
"[2098.0, 528.0, 775.0, 3365.0, 1.0, 1.0, 10.0, 86.0, 172.0, 19.0, 76.0, 313.0, 15.0, 19.0, 173.0, 64.0, 29.0, 358.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7.0
"[1780.0, 514.0, 246.0, 586.0, 1.0, 0.0, 22.0, 92.0, 160.0, 18.0, 66.0, 268.0, 7.0, 12.0, 180.0, 41.0, 24.0, 412.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1817.0, 461.0, 213.0, 451.0, 2.0, 1.0, 14.0, 62.0, 180.0, 20.0, 91.0, 246.0, 12.0, 15.0, 227.0, 40.0, 37.0, 388.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[1707.0, 435.0, 175.0, 364.0, 2.0, 0.0, 18.0, 62.0, 157.0, 22.0, 76.0, 287.0, 22.0, 29.0, 174.0, 17.0, 30.0, 390.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1538.0, 501.0, 146.0, 235.0, 0.0, 0.0, 19.0, 66.0, 137.0, 18.0, 85.0, 228.0, 21.0, 22.0, 153.0, 31.0, 22.0, 342.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1942.0, 521.0, 111.0, 203.0, 2.0, 0.0, 16.0, 70.0, 177.0, 29.0, 225.0, 300.0, 15.0, 24.0, 151.0, 36.0, 39.0, 467.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1923.0, 560.0, 115.0, 185.0, 0.0, 0.0, 19.0, 117.0, 212.0, 28.0, 106.0, 305.0, 22.0, 27.0, 178.0, 57.0, 39.0, 428.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[2008.0, 530.0, 99.0, 149.0, 2.0, 1.0, 28.0, 116.0, 213.0, 16.0, 112.0, 267.0, 20.0, 14.0, 192.0, 51.0, 256.0, 344.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1848.0, 543.0, 96.0, 154.0, 2.0, 2.0, 24.0, 121.0, 199.0, 22.0, 74.0, 284.0, 17.0, 18.0, 314.0, 38.0, 263.0, 365.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1788.0, 531.0, 99.0, 108.0, 3.0, 0.0, 16.0, 106.0, 258.0, 21.0, 80.0, 322.0, 23.0, 17.0, 173.0, 38.0, 30.0, 366.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1735.0, 457.0, 117.0, 128.0, 0.0, 0.0, 31.0, 72.0, 184.0, 17.0, 76.0, 613.0, 14.0, 21.0, 261.0, 49.0, 31.0, 331.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[1657.0, 397.0, 86.0, 110.0, 1.0, 0.0, 21.0, 88.0, 154.0, 10.0, 80.0, 295.0, 20.0, 21.0, 162.0, 30.0, 27.0, 303.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[2336.0, 687.0, 124.0, 126.0, 0.0, 0.0, 17.0, 95.0, 174.0, 10.0, 69.0, 586.0, 12.0, 13.0, 177.0, 24.0, 30.0, 441.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
